company,rank,rank_change,revenue,profit,num. of employees,sector,city,state,newcomer,ceo_founder,ceo_woman,profitable,prev_rank,CEO,Website,Ticker,Market Cap
Vishay Intertechnology,846,0.0,2668.3,163.9,22400,Technology,Malvern,PA,,no,no,yes, ,Gerald Paul,https://www.vishay.com,VSH,2084.3
TransUnion,847,0.0,2656.1,346.9,8000,Business Services,Chicago,IL,,no,no,yes, ,Christopher Cartwright,https://www.transunion.com,TRU,16086
Cooper,848,0.0,2653.4,466.7,12000,Health Care,San Ramon,CA,,no,no,yes, ,Albert G. White III,https://www.coopercos.com,COO,14701.6
FleetCor Technologies,849,0.0,2648.8,895.1,8700,Business Services,Atlanta,GA,,no,no,yes, ,Ronald F. Clarke,https://www.fleetcor.com,FLT,15935.9
RH,850,0.0,2647.4,220.4,4750,Retailing,Corte Madera,CA,,no,no,yes, ,Gary G. Friedman,https://www.rh.com,RH,1932.9
Renewable Energy Group,851,0.0,2643.2,380.1,829,Energy,Ames,IA,,no,yes,yes, ,Cynthia J. Warner,https://www.regi.com,REGI,801
BlueLinx Holdings,852,0.0,2637.3,-17.7,2189,Wholesalers,Marietta,GA,,no,no,no, ,Mitchell B. Lewis,https://www.bluelinxco.com,BXC,46.4
California Resources,853,0.0,2634.0,-28.0,1250,Energy,Santa Clarita,CA,,no,no,no, ,Mark A. McFarland,https://www.crc.com,CRC,49.4
TopBuild,854,0.0,2624.1,191.0,10400,Engineering & Construction,Daytona Beach,FL,,no,no,yes, ,Robert Buck,https://www.topbuild.com,BLD,5536
Charles River Laboratories International,855,0.0,2621.2,252.0,17100,Health Care,Wilmington,MA,,no,no,yes, ,James C. Foster,https://www.criver.com,CRL,14075
Comfort Systems USA,856,0.0,2615.3,114.3,12000,Engineering & Construction,Houston,TX,,no,no,yes, ,Brian Lane,https://www.comfortsystemsusa.com,FIX,1879
Verisk Analytics,857,0.0,2607.1,449.9,9180,Business Services,Jersey City,NJ,,no,no,yes, ,Scott G. Stephenson,https://www.verisk.com,VRSK,22729.5
ResMed,858,0.0,2606.6,404.6,7240,Health Care,San Diego,CA,,no,no,yes, ,Michael J. Farrell,https://www.resmed.com,RMD,21300.6
Teleflex,859,0.0,2595.4,461.5,14400,Health Care,Wayne,PA,,no,no,yes, ,Liam J. Kelly,https://www.teleflex.com,TFX,13580.1
New Jersey Resources,860,0.0,2592.0,169.5,1108,Energy,Wall,NJ,,no,no,yes, ,Stephen D. Westhoven,https://www.njresources.com,NJR,3246.5
New Residential Investment,861,0.0,2585.6,563.3,3387,Financials,New York,NY,,no,no,yes, ,Michael Nierenberg,https://www.newresi.com,NRZ,2081.9
Interactive Brokers Group,862,0.0,2580.0,161.0,1643,Financials,Greenwich,CT,,no,no,yes, ,Milan Galik,https://www.interactivebrokers.com,IBKR,3313.4
Zayo Group Holdings,863,0.0,2578.0,150.0,3781,Telecommunications,Boulder,CO,,yes,no,yes, ,Daniel P. Caruso,https://www.zayo.com,,
Herman Miller,864,0.0,2567.2,160.5,8000,Household Products,Zeeland,MI,,no,yes,yes, ,Andrea R. Owen,https://www.hermanmiller.com,MLHR,1311.2
Grocery Outlet Holding,865,0.0,2559.6,15.4,765,Food & Drug Stores,Emeryville,CA,,no,no,yes, ,Eric J. Lindberg Jr.,https://www.groceryoutlet.com,GO,3087.2
J.Crew Group,866,0.0,2540.1,-78.8,9400,Retailing,New York,NY,,no,yes,no, ,Libby Wadle,https://www.jcrew.com,,
Century Communities,867,0.0,2535.9,113.0,1460,Engineering & Construction,Greenwood Village,CO,,no,no,yes, ,Dale Francescon/Robert Francescon,https://www.centurycommunities.com,CCS,1341
Caesars Entertainment,868,0.0,2528.2,81.0,15500,"Hotels, Restaurants & Leisure",Reno,NV,,no,no,yes, ,Thomas R. Reeg,https://www.eldoradoresorts.com,CZR,1120.3
Catalent,869,0.0,2518.0,137.4,12300,Health Care,Somerset,NJ,,no,no,yes, ,John R. Chiminski,https://www.catalent.com,CTLT,8045.1
Itron,870,0.0,2502.5,49.0,7300,Industrials,Liberty Lake,WA,,no,no,yes, ,Thomas L. Deitrich,https://www.itron.com,ITRI,2242.2
M/I Homes,871,0.0,2500.3,127.6,1401,Engineering & Construction,Columbus,OH,,no,no,yes, ,Robert H. Schottenstein,https://www.mihomes.com,MHO,472.4
Cboe Global Markets,872,0.0,2496.1,374.9,823,Financials,Chicago,IL,,no,no,yes, ,Edward Tilly,https://www.cboe.com,CBOE,9450
IDEX,873,0.0,2494.6,425.5,7439,Industrials,Lake Forest,IL,,no,no,yes, ,Eric D. Ashleman,https://www.idexcorp.com,IEX,10529.4
Belden,874,0.0,2491.8,-377.0,7000,Industrials,St. Louis,MO,,no,no,no, ,Roel Vestjens,https://www.belden.com,BDC,1640.2
Curtiss-Wright,875,0.0,2488.0,307.6,9100,Industrials,Davidson,NC,,no,yes,yes, ,Lynn M. Bamford,https://www.curtisswright.com,CW,3929.4
Cheesecake Factory,876,0.0,2482.7,127.3,46250,"Hotels, Restaurants & Leisure",Calabasas Hills,CA,,no,no,yes, ,David M. Overton,https://www.thecheesecakefactory.com,CAKE,767.9
Genesis Energy,877,0.0,2480.8,96.0,2177,Energy,Houston,TX,,no,no,yes, ,Grant E. Sims,https://www.genesisenergy.com,GEL,480.5
GEO Group,878,0.0,2477.9,166.6,22000,Business Services,Boca Raton,FL,,yes,no,yes, ,George C. Zoley,https://www.geogroup.com,GEO,1474.3
Patterson-UTI Energy,879,0.0,2470.7,-425.7,5800,Energy,Houston,TX,,no,no,no, ,William A. Hendricks Jr.,https://www.patenergy.com,PTEN,451.6
Werner Enterprises,880,0.0,2463.7,166.9,12736,Transportation,Omaha,NE,,no,no,yes, ,Derek J. Leathers,https://www.werner.com,WERN,2514.7
Ingersoll Rand,881,0.0,2451.9,159.1,6600,Industrials,Davidson,NC,,no,no,yes, ,Vicente Reynal,https://www.irco.com,IR,10306.3
Verso,882,0.0,2444.0,96.0,3700,Materials,Miamisburg,OH,,no,no,yes, ,Randy J. Nebel,https://www.versoco.com,VRS,396.9
Mueller Industries,883,0.0,2430.6,101.0,4964,Industrials,Collierville,TN,,no,no,yes, ,Gregory L. Christopher,https://www.muellerindustries.com,MLI,1364.5
Nu Skin Enterprises,884,0.0,2420.4,173.6,24900,Household Products,Provo,UT,,no,no,yes, ,Ritch N. Wood,https://www.nuskinenterprises.com,NUS,1213.7
Revlon,885,0.0,2419.6,-157.7,7100,Household Products,New York,NY,,no,yes,no, ,Debra G. Perelman,https://www.revloninc.com,REV,580.1
Arista Networks,886,0.0,2410.7,859.9,2300,Technology,Santa Clara,CA,,no,yes,yes, ,Jayshree Ullal,https://www.arista.com,ANET,16000
IDEXX Laboratories,887,0.0,2406.9,427.7,9200,Health Care,Westbrook,ME,,no,no,yes, ,Jonathan J. Mazelsky,https://www.idexx.com,IDXX,20644.9
Align Technology,888,0.0,2406.8,442.8,14530,Health Care,San Jose,CA,,no,no,yes, ,Joseph Hogan,https://www.aligntech.com,ALGN,35203
Waters,889,0.0,2406.6,592.2,7467,Technology,Milford,MA,,no,no,yes, ,Udit Batra,https://www.waters.com,WAT,11315.9
Synovus Financial,890,0.0,2406.5,563.8,5389,Financials,Columbus,GA,,no,no,yes, ,Kessel D. Stelling Jr.,https://www.synovus.com,SNV,2585.8
BrightView Holdings,891,0.0,2404.6,44.4,21978,Business Services,Blue Bell,PA,,no,no,yes, ,Andrew V. Masterman,https://www.brightview.com,BV,1159.6
REV Group,892,0.0,2403.7,-12.3,8040,Motor Vehicles & Parts,Milwaukee,WI,,no,no,no, ,Rodney N. Rushing,https://www.revgroup.com,REVG,263.8
Brown & Brown,893,0.0,2392.2,398.5,10083,Financials,Daytona Beach,FL,,no,no,yes, ,J. Powell Brown,https://www.bbinsurance.com,BRO,10269.3
Valvoline,894,0.0,2390.0,208.0,7900,Chemicals,Lexington,KY,,no,no,yes, ,Samuel J. Mitchell Jr.,https://www.valvoline.com,VVV,2466.8
Knights of Columbus,895,0.0,2387.8,148.3,772,Financials,New Haven,CT,,no,no,yes, ,Carl A. Anderson,https://www.kofc.org,,
Central Garden & Pet,896,0.0,2383.0,92.8,5550,Household Products,Walnut Creek,CA,,no,no,yes, ,Timothy P. Cofer,https://www.central.com,CENT,1441.2
Carpenter Technology,897,0.0,2380.2,167.0,5100,Materials,Philadelphia,PA,,no,no,yes, ,Tony R. Thene,https://www.cartech.com,CRS,932.1
SLM,898,0.0,2380.0,578.3,1900,Financials,Newark,DE,,no,no,yes, ,Jonathan W. Witter,https://www.salliemae.com,SLM,3038.6
Kennametal,899,0.0,2375.2,241.9,10395,Industrials,Pittsburgh,PA,,no,no,yes, ,Christopher Rossi,https://www.kennametal.com,KMT,1543.6
LCI Industries,900,0.0,2371.5,146.5,10500,Motor Vehicles & Parts,Elkhart,IN,,no,no,yes, ,Jason D. Lippert,https://www.lci1.com,LCII,1673.9
TrueBlue,901,0.0,2368.8,63.1,6200,Business Services,Tacoma,WA,,no,no,yes, ,A. Patrick Beharelle,https://www.trueblue.com,TBI,492.9
Cimarex Energy,902,0.0,2363.0,-124.6,987,Energy,Denver,CO,,no,no,no, ,Thomas E. Jorden,https://www.cimarex.com,XEC,1718.9
Splunk,903,0.0,2358.9,-336.7,5800,Technology,San Francisco,CA,,no,no,no, ,Douglas S. Merritt,https://www.splunk.com,SPLK,27923
SiteOne Landscape Supply,904,0.0,2357.5,77.7,4416,Wholesalers,Roswell,GA,,no,no,yes, ,Doug Black,https://www.siteone.com,SITE,3076.5
Hexcel,905,0.0,2355.7,306.6,6977,Aerospace & Defense,Stamford,CT,,no,no,yes, ,Nick L. Stanage,https://www.hexcel.com,HXL,3099.6
FTI Consulting,906,0.0,2352.7,216.7,5567,Business Services,Washington,DC,,no,no,yes, ,Steven H. Gunby,https://www.fticonsulting.com,FCN,4490.6
Party City Holdco,907,0.0,2348.8,-532.5,14350,Retailing,Elmsford,NY,,no,no,no, ,Brad Weston,https://www.partycity.com,PRTY,43.3
Ohio National Mutual,908,0.0,2340.5,-67.6,1109,Financials,Cincinnati,OH,,no,no,no, ,Gary T. Huffman,https://www.ohionational.com,,
Patrick Industries,909,0.0,2337.1,89.6,7500,Materials,Elkhart,IN,,no,no,yes, ,Andy Nemeth,https://www.patrickind.com,PATK,1333
Cadence Design Systems,910,0.0,2336.3,989.0,8078,Technology,San Jose,CA,,no,no,yes, ,Lip-Bu Tan,https://www.cadence.com,CDNS,18546.2
CDK Global,911,0.0,2332.9,124.0,9000,Technology,Hoffman Estates,IL,,no,no,yes, ,Brian M. Krzanich,https://www.cdkglobal.com,CDK,3991
AvalonBay Communities,912,0.0,2324.6,786.0,3122,Financials,Arlington,VA,,no,no,yes, ,Timothy J. Naughton,https://www.avalonbay.com,AVB,20711.9
Wabash National,913,0.0,2319.1,89.6,6900,Motor Vehicles & Parts,Lafayette,IN,,no,no,yes, ,Brent L. Yeagy,https://www.wabashnational.com,WNC,381.6
Service Properties Trust,914,0.0,2316.1,259.8,600,Financials,Newton,MA,,no,no,yes, ,John G. Murray,https://www.svcreit.com,SVC,888.6
Maxim Integrated Products,915,0.0,2314.3,827.5,7131,Technology,San Jose,CA,,no,no,yes, ,,https://www.maximintegrated.com,MXIM,13095.3
People's United Financial,916,0.0,2312.2,520.4,6305,Financials,Bridgeport,CT,,no,no,yes, ,John P. Barnes,https://www.peoples.com,PBCT,4792.8
Bio-Rad Laboratories,917,0.0,2311.7,1758.7,8120,Technology,Hercules,CA,,no,no,yes, ,Norman D. Schwartz,https://www.bio-rad.com,BIO,10490.6
Option Care Health,918,0.0,2310.4,-75.9,5492,Health Care,Bannockburn,IL,,no,no,no, ,John C. Rademacher,https://www.optioncarehealth.com,OPCH,1673.4
Louisiana-Pacific,919,0.0,2310.0,-5.0,4800,Materials,Nashville,TN,,no,no,no, ,W. Bradley Southern,https://www.lpcorp.com,LPX,1924.5
TEGNA,920,0.0,2299.5,286.2,6883,Media,Tysons,VA,,no,no,yes, ,David T. Lougee,https://www.tegna.com,TGNA,2371.3
Teradyne,921,0.0,2295.0,467.5,5400,Technology,North Reading,MA,,no,no,yes, ,Mark E. Jagiela,https://www.teradyne.com,TER,9025.5
Arch Resources,922,0.0,2294.4,233.8,3700,Energy,St. Louis,MO,,no,no,yes, ,Paul A. Lang,https://www.archrsc.com/,ARCH,437.6
EPAM Systems,923,0.0,2293.8,261.1,36739,Technology,Newtown,PA,,yes,no,yes, ,Arkadiy Dobkin,https://www.epam.com,EPAM,18183
WPX Energy,924,0.0,2292.0,256.0,590,Energy,Tulsa,OK,,no,no,yes, ,Richard E. Muncrief,https://www.wpxenergy.com,,1706.1
Alpha Metallurgical Resources,925,0.0,2290.5,-316.3,4360,Energy,Bristol,TN,,no,no,no, ,David J. Stetson,https://alphametresources.com,AMR,42.9
Ensign Group,926,0.0,2285.6,110.5,24500,Health Care,San Juan Capistrano,CA,,no,no,yes, ,Barry R. Port,https://www.ensigngroup.net,ENSG,2013.3
First Horizon National,927,0.0,2278.4,440.9,4994,Financials,Memphis,TN,,no,no,yes, ,D. Bryan Jordan,https://www.firsthorizon.com,FHN,2513
Wolverine World Wide,928,0.0,2273.7,128.5,4000,Apparel,Rockford,MI,,no,no,yes, ,Blake W. Krueger,https://www.wolverineworldwide.com,WWW,1232.3
Vail Resorts,929,0.0,2271.6,301.2,23000,"Hotels, Restaurants & Leisure",Broomfield,CO,,no,no,yes, ,Robert A. Katz,https://www.vailresorts.com,MTN,5947.7
Benchmark Electronics,930,0.0,2268.1,23.4,10600,Technology,Tempe,AZ,,no,no,yes, ,Jeffrey W. Benck,https://www.bench.com,BHE,727.9
HNI,931,0.0,2246.9,110.5,8450,Household Products,Muscatine,IA,,no,no,yes, ,Jeffrey D. Lorenger,https://www.hnicorp.com,HNI,1075.8
F5 Networks,932,0.0,2242.4,427.7,5325,Technology,Seattle,WA,,no,no,yes, ,,https://www.f5.com,FFIV,6483.5
Affiliated Managers Group,933,0.0,2239.6,15.7,4000,Financials,West Palm Beach,FL,,no,no,yes, ,Jay C. Horgen,https://www.amg.com,AMG,2830.9
OGE Energy,934,0.0,2231.6,433.6,2425,Energy,Oklahoma City,OK,,no,no,yes, ,Sean R. Trauschke,https://www.ogeenergy.com,OGE,6151.5
Universal,935,0.0,2227.2,104.1,28000,"Food, Beverages & Tobacco",Richmond,VA,,no,no,yes, ,George C. Freeman III,https://www.universalcorp.com,UVV,1090.7
BOK Financial,936,0.0,2226.3,500.8,5107,Financials,Tulsa,OK,,no,no,yes, ,"Steven G, Bradshaw",https://www.bokf.com,BOKF,2996.1
ManTech International,937,0.0,2222.6,113.9,8900,Technology,Herndon,VA,,no,no,yes, ,Kevin M. Phillips,https://www.mantech.com,MANT,2920.1
Summit Materials,938,0.0,2222.1,59.1,6000,Materials,Denver,CO,,yes,yes,yes, ,Anne P. Noonan,https://www.summit-materials.com,SUM,1699.7
AMN Healthcare Services,939,0.0,2222.1,114.0,3236,Health Care,Dallas,TX,,no,yes,yes, ,Susan R. Salka,https://www.amnhealthcare.com,AMN,2708.7
Groupon,940,0.0,2218.9,-22.4,6345,Technology,Chicago,IL,,no,no,no, ,Aaron Cooper,https://www.groupon.com,GRPN,555.7
Newmark Group,941,0.0,2218.1,117.3,5600,Financials,New York,NY,,no,no,yes, ,Barry M. Gosin,https://www.ngkf.com,NMRK,754
Fossil Group,942,0.0,2217.7,-52.4,10200,Apparel,Richardson,TX,,no,no,no, ,Kosta N. Kartsotis,https://www.fossilgroup.com,FOSL,166.4
Modine Manufacturing,943,0.0,2212.7,84.8,12200,Motor Vehicles & Parts,Racine,WI,,no,no,yes, ,Neil D. Brinker,https://www.modine.com,MOD,165.1
Griffon,944,0.0,2209.3,37.3,7300,Materials,New York,NY,,no,no,yes, ,Ronald J. Kramer,https://www.griffon.com,GFF,593.4
Cypress Semiconductor,945,0.0,2205.3,40.4,5871,Technology,San Jose,CA,,no,no,yes, ,Robert LeFort,https://www.cypress.com,,8713.4
Generac Holdings,946,0.0,2204.3,252.0,5551,Industrials,Waukesha,WI,,no,no,yes, ,Aaron Jagdfeld,https://www.generac.com,GNRC,11813
Matson,947,0.0,2203.1,82.7,1988,Transportation,Honolulu,HI,,no,no,yes, ,Matthew J. Cox,https://www.matson.com,MATX,1317.9
Genesco,948,0.0,2197.1,61.4,13850,Retailing,Nashville,TN,,no,yes,yes, ,Mimi Eckel Vaughn,https://www.genesco.com,GCO,196.1
Nordson,949,0.0,2194.2,337.1,7579,Industrials,Westlake,OH,,no,no,yes, ,Sundaram Nagarajan,https://www.nordson.com,NDSN,7814.9
NewMarket,950,0.0,2190.3,254.3,2118,Chemicals,Richmond,VA,,no,no,yes, ,Thomas E. Gottwald,https://www.newmarket.com,NEU,4284.1
Echo Global Logistics,951,0.0,2185.0,14.8,2539,Transportation,Chicago,IL,,no,no,yes, ,Douglas R. Waggoner,https://www.echo.com,ECHO,457.9
Rexnord,952,0.0,2175.2,34.3,6700,Industrials,Milwaukee,WI,,no,no,yes, ,Todd A. Adams,https://www.rexnordcorporation.com,RXN,2761.4
Incyte,953,0.0,2158.8,446.9,1456,Health Care,Wilmington,DE,,no,no,yes, ,,https://www.incyte.com,INCY,15874.5
Fortinet,954,0.0,2156.2,326.5,7082,Technology,Sunnyvale,CA,,yes,no,yes, ,Ken Xie,https://www.fortinet.com,FTNT,18950
Foundation Building Materials,955,0.0,2154.5,40.2,3500,Wholesalers,Santa Ana,CA,,no,no,yes, ,Ruben D. Mendoza,https://www.fbmsales.com,FBM,444.5
AAR,956,0.0,2147.6,7.5,5650,Aerospace & Defense,Wood Dale,IL,,no,no,yes, ,John M. Holmes,https://www.aarcorp.com,AIR,623.4
Centric Brands,957,0.0,2146.5,-273.5,3250,Apparel,New York,NY,,no,no,no, ,Jason Rabin,https://www.centricbrands.com,CTRC,66.1
Edgewell Personal Care,958,0.0,2141.0,-372.2,6000,Household Products,Shelton,CT,,no,no,no, ,Rod R. Little,https://www.edgewell.com,EPC,1307.6
Federated Mutual Insurance,959,0.0,2134.5,229.6,2638,Financials,Owatonna,MN,,no,no,yes, ,Michael G. Kerr,https://www.federatedinsurance.com,,
Schnitzer Steel Industries,960,0.0,2132.8,56.3,3363,Materials,Portland,OR,,no,yes,yes, ,Tamara L. Lundgren,https://www.schnitzersteel.com,SCHN,353.9
Portland General Electric,961,0.0,2123.0,214.0,2949,Energy,Portland,OR,,no,yes,yes, ,Maria M. Pope,https://www.portlandgeneral.com,POR,4288.9
Gray Television,962,0.0,2122.0,179.0,7465,Media,Atlanta,GA,,no,no,yes, ,Hilton H. Howell Jr.,https://www.gray.tv,GTN,1071.6
BGC Partners,963,0.0,2104.2,55.7,5200,Financials,New York,NY,,no,no,yes, ,Howard W. Lutnick,https://www.bgcpartners.com,BGCP,894.3
EchoStar,964,0.0,2098.3,-62.9,2300,Technology,Englewood,CO,,no,no,no, ,Michael T. Dugan,https://www.echostar.com,SATS,3126.8
Beazer Homes USA,965,0.0,2087.8,-79.5,1205,Engineering & Construction,Atlanta,GA,,no,no,no, ,Allan P. Merrill,https://www.beazer.com,BZH,202.1
LHC Group,966,0.0,2080.2,95.7,22785,Health Care,Lafayette,LA,,yes,no,yes, ,Keith G. Myers,https://www.lhcgroup.com,LHCG,4419.9
ServiceMaster Global Holdings,967,0.0,2077.0,128.0,12000,Business Services,Memphis,TN,,no,no,yes, ,Brett T. Ponton,https://www.servicemaster.com,SERV,3657
Bruker,968,0.0,2072.6,197.2,7230,Technology,Billerica,MA,,no,no,yes, ,Frank H. Laukien,https://www.bruker.com,BRKR,5529.7
Oasis Petroleum,969,0.0,2071.7,-128.2,609,Energy,Houston,TX,,no,no,no, ,Douglas E. Brooks,https://www.oasispetroleum.com,OAS,113.3
CrossAmerica Partners,970,0.0,2071.4,18.1,548,Energy,Allentown,PA,,no,no,yes, ,Charles M. Nifong Jr.,https://www.crossamericapartners.com,CAPL,298.4
MYR Group,971,0.0,2071.2,37.7,7100,Engineering & Construction,Rolling Meadows,IL,,no,no,yes, ,Richard Swartz Jr.,https://www.myrgroup.com,MYRG,629
Viasat,972,0.0,2068.3,-67.6,5600,Technology,Carlsbad,CA,,yes,no,no, ,Richard A. Baldridge,https://www.viasat.com,VSAT,2231.7
GNC Holdings,973,0.0,2068.2,-35.1,8400,Food & Drug Stores,Pittsburgh,PA,,no,no,no, ,Kenneth A. Martindale,https://www.gnc.com,GNC,39.6
Cabot Oil & Gas,974,0.0,2066.3,681.1,547,Energy,Houston,TX,,no,no,yes, ,Dan Dinges,https://www.cabotog.com,COG,7031
Bright Horizons Family Solutions,975,0.0,2062.0,180.4,33800,Business Services,Watertown,MA,,no,no,yes, ,Stephen H. Kramer,https://www.brighthorizons.com,BFAM,5936.4
Vista Outdoor,976,0.0,2058.5,-648.4,5200,Household Products,Anoka,MN,,no,no,no, ,Christopher T. Metz,https://www.vistaoutdoor.com,VSTO,509.3
HEICO,977,0.0,2055.6,327.9,5900,Aerospace & Defense,Hollywood,FL,,no,no,yes, ,Laurans A. Mendelson,https://www.heico.com,HEI,9184.7
Wyndham Hotels & Resorts,978,0.0,2053.0,157.0,14200,"Hotels, Restaurants & Leisure",Parsippany,NJ,,no,no,yes, ,Geoffrey A. Ballotti,https://www.wyndhamhotels.com,WH,2933.8
TCF Financial,979,0.0,2052.8,295.5,7732,Financials,Detroit,MI,,no,no,yes, ,David T. Provost,https://www.tcfbank.com,TCF,3451.2
Primerica,980,0.0,2052.5,366.4,2502,Financials,Duluth,GA,,no,no,yes, ,Glenn J. Williams,https://www.primerica.com,PRI,3637.2
ProPetro Holding,981,0.0,2052.3,163.0,1579,Energy,Midland,TX,,no,no,yes, ,Phillip A. Gobe,https://www.propetroservices.com,PUMP,251.5
Oceaneering International,982,0.0,2048.1,-348.4,9100,Energy,Houston,TX,,no,no,no, ,Roderick A. Larson,https://www.oceaneering.com,OII,291.8
Floor & Decor Holdings,983,0.0,2045.5,150.6,6336,Retailing,Atlanta,GA,,no,no,yes, ,Thomas Taylor Jr.,https://www.flooranddecor.com,FND,7613
Copart,984,0.0,2042.0,591.7,7327,Retailing,Dallas,TX,,no,no,yes, ,A. Jayson Adair,https://www.copart.com,CPRT,27030
Chico's FAS,985,0.0,2037.9,-12.8,10944,Retailing,Fort Myers,FL,,no,yes,no, ,Molly Langenstein,https://www.chicosfas.com,CHS,155.2
Barnes & Noble Education,986,0.0,2034.6,-24.4,12400,Retailing,Basking Ridge,NJ,,no,no,no, ,Michael P. Huseby,https://www.bned.com,BNED,65.7
Maxar Technologies,987,0.0,2033.0,109.0,5800,Aerospace & Defense,Westminster,CO,,no,no,yes, ,Daniel L. Jablonsky,https://www.maxar.com,MAXR,642.3
Evercore,988,0.0,2028.8,297.4,1900,Financials,New York,NY,,no,no,yes, ,Ralph L. Schlosstein/John S. Weinberg,https://www.evercore.com,EVR,1871.9
Deckers Outdoor,989,0.0,2020.4,264.3,3500,Apparel,Goleta,CA,,no,no,yes, ,David Powers,https://www.deckers.com,DECK,3750.3
Express,990,0.0,2019.2,-164.4,9160,Retailing,Columbus,OH,,no,no,no, ,Timothy G. Baxter,https://www.express.com,EXPR,95.2
Hovnanian Enterprises,991,0.0,2016.9,-42.1,1868,Engineering & Construction,Matawan,NJ,,no,no,no, ,Ara K. Hovnanian,https://www.khov.com,HOV,50.5
Air Lease,992,0.0,2016.9,587.1,117,Business Services,Los Angeles,CA,,no,no,yes, ,John L. Plueger,https://www.airleasecorp.com,AL,2515.9
Rollins,993,0.0,2015.5,203.3,14952,Business Services,Atlanta,GA,,no,no,yes, ,Gary W. Rollins,https://www.rollins.com,ROL,11845.9
SBA Communications,994,0.0,2014.6,147.0,1475,Financials,Boca Raton,FL,,no,no,yes, ,Jeffrey A. Stoops,https://www.sbasite.com,SBAC,30217.6
Deluxe,995,0.0,2008.7,-199.9,6352,Media,Shoreview,MN,,no,no,no, ,Barry C. McCarthy,https://www.deluxe.com,DLX,1093.9
Mr. Cooper Group,996,0.0,2007.0,274.0,9100,Financials,Coppell,TX,,no,no,yes, ,Jay Bray,https://mrcoopergroup.com,COOP,674.1
Herc Holdings,997,0.0,1999.0,47.5,5100,Business Services,Bonita Springs,FL,,no,no,yes, ,Lawrence H. Silber,https://www.hercrentals.com,HRI,590.5
Healthpeak Properties,998,0.0,1997.4,45.5,204,Financials,Irvine,CA,,no,no,yes, ,Thomas M. Herzog,https://www.hcpi.com,PEAK,12059.3
SPX FLOW,999,0.0,1996.3,-95.1,5000,Industrials,Charlotte,NC,,no,no,no, ,Marcus G. Michael,https://www.spxflow.com,FLOW,1211.8
Liberty Oilfield Services,1000,0.0,1990.3,39.0,2571,Energy,Denver,CO,,yes,no,yes, ,Christopher A. Wright,https://www.libertyfrac.com,LBRT,302.8
