Sr No,Date ddmmyyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investorsxe2x80x99 Name,InvestmentnType,Amount in USD,Remarks
1046,16/01/2017,Leadburg,Consumer Internet,Personality Development Mobile App,Bangalore,"Harsh V. Pant, Ratheesh Raveendran",Seed Funding,N/A,nan
1047,16/01/2017,ZoloStays,Consumer Internet,Branded PG Accomodation booking platform,Bangalore,"Nexus Venture Partners, Innoven Capital",Private Equity,"5,000,000",nan
1048,16/01/2017,Oi Media,Technology,SAAS Based Media Marketing platform,New Delhi,Quarizon,Seed Funding,N/A,nan
1049,16/01/2017,HipCouch,Consumer Internet,Custom & Modular Furniture platform,Mumbai,Undisclosed Investors,Seed Funding,"700,000",nan
1050,17/01/2017,Curiositi,Consumer Internet,Online Learning Platform,Bangalore,"Menterra Social Impact Fund, Unitus Seed Fund",Private Equity,"800,000",nan
1051,17/01/2017,TinyStep,Consumer Internet,Parenting Info & Social Network,Bangalore,Flipkart,Private Equity,"2,000,000",nan
1052,17/01/2017,Practo,Consumer Internet,Online Healthcare platform,Bangalore,"Tencent,\\xc2\\xa0 ru-Net, RSI Fund, Thrive Capital",Private Equity,"55,000,000",nan
1053,17/01/2017,Ketchupp,Consumer Internet,Food Discovery Platform,New Delhi,India Quotient and others,Seed Funding,"441,000",nan
1054,17/01/2017,Hoopy,Consumer Internet,Online Car Service Platform,Gwalior,undisclosed investors,Seed Funding,"500,000",nan
1055,17/01/2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bangalore,"Ajith Nair, Anish K",Seed Funding,"147,000",nan
1056,18/01/2017,Kratikal,Technology,Cyber Security Solution provider,New Delhi,"Amajit Gupta, Praveen Dubey, J.P. Bhatt",Seed Funding,N/A,nan
1057,18/01/2017,Direct Create,eCommerce,B2B Marketplace for Handicrafts,Gurgaon,Rajasthan Venture Capital Fund,Seed Funding,N/A,nan
1058,18/01/2017,Vahdam Teas,eCommerce,Online Tea etailer,New Delhi,"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",Seed Funding,"650,000",nan
1059,18/01/2017,Qwikspec,Technology,Cloud-based construction,Bangalore,Undisclosed Investors,Seed Funding,"300,000",nan
1060,19/01/2017,PParke,Consumer Internet,Parking Solutions mobile app,Bangalore,SB Ventures,Seed Funding,N/A,nan
1061,19/01/2017,Weddingz.in,Consumer Internet,Online Marketplace for Wedding Venues and vendors,Mumbai,Singularity Ventures,Private Equity,"1,000,000",nan
1062,19/01/2017,Native Special,eCommerce,Indian Sweets & Snacks etailer,Karur,"Indian Angel Network, Native Angels Network",Seed Funding,N/A,nan
1063,19/01/2017,Fitnapp,Consumer Internet,Fitness Mobile App,Noida,SD Group,Private Equity,N/A,nan
1064,20/01/2017,Ethosh,Technology,Visual and Interactive communications Solutions,Pune,Deepak Nathani,Seed Funding,N/A,nan
1065,20/01/2017,Wydr,eCommerce,B2B Wholesale Marketplace in India,Gurgaon,"Bessemer Venture Partners, Stellaris Venture Partners, Jungle Venture Partners, Axis Capital",Private Equity,N/A,nan
1066,20/01/2017,Tyre Express,Technology,IoT platform for Tyre Performance management & tracking,Mumbai,IvyCamp Ventures,Seed Funding,N/A,nan
1067,20/01/2017,Connaizen,Technology,Data Analytics platform,New Delhi,Umang Moondra,Seed Funding,N/A,nan
1068,22/01/2017,MessaGif,Consumer Internet,social messaging platform,New Delhi,Undisclosed investor,Seed Funding,"50,000",nan
1069,23/01/2017,SmartHi,Technology,Audit automation Solutions,Pune,Singapore based investor,Seed Funding,N/A,nan
1070,23/01/2017,CRON Systems,Technology,Border Intrusion Alert Solutions,New Delhi,YourNest Fund II,Seed Funding,N/A,nan
1071,23/01/2017,CueMath,Technology,Maths Learning program,New Delhi,"CapitalG, Sequoia India",Private Equity,"15,000,000",nan
1072,23/01/2017,ChipperSage,Technology,Online learning platform,Bangalore,India Educational Investment Fund,Seed Funding,N/A,nan
1073,24/01/2017,SelectJobs,Consumer Internet,Online Job portal,Mumbai,India Educational Investment Fund,Seed Funding,N/A,nan
1074,24/01/2017,Khel Now,Consumer Internet,Mobile-based Social Platform for Sports,Bangalore,Indochine International,Private Equity,"500,000",nan
1075,24/01/2017,NowFloats,Consumer Internet,Platform to take businesses online,Hyderabad,"Iron Pillar and IIFL, Blume Ventures, Omidyar Network",Private Equity,"10,000,000",nan
1076,24/01/2017,Lets Transport,Consumer Internet,Online transport vehicle booking platform,Bangalore,"GMO Japan, Neelesh Bhatnagar",Private Equity,"4,000,000",nan
1077,24/01/2017,BetaOut,Technology,ECommerce Marketing Software,Noida,East Ventures & Others,Private Equity,N/A,nan
1078,25/01/2017,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,"Sharad Sharma, Rajan Anandan,\\xc2\\xa0 Amit Ranjan, Alok Mittal & others",Seed Funding,N/A,nan
1079,25/01/2017,RML Agtech,Technology,Agri Decision Support Solution for farmers,Pune,IvyCap Ventures,Private Equity,"4,000,000",nan
1080,25/01/2017,LoyaltyPrime,Technology,Loyalty program management solutions,New Delhi,"Senovo, Unternehmertum Venture Capital, Alexander Bruehl",Private Equity,N/A,nan
1081,25/01/2017,InstaSafe,Technology,Security-as-a-Service solution provider,Bangalore,ABM Knowledgeware,Private Equity,"2,200,000",nan
1082,25/01/2017,Infibeam,eCommerce,eCommerce Marketplace,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,"8,800,000",nan
1083,2/01/2017,99Games,Technology,Mobile Game Developer Studio,Udupi,Dream Incubator,Seed Funding,N/A,nan
1084,26/01/2017,AirMed Labs,Consumer Internet,Health Tests Booking platform & ePharmacy,Ahmedabad,Brand Capital,Private Equity,"1,400,000",nan
1085,26/01/2017,99PerHour,Consumer Internet,Hyper-local Handyman Service provider,Chennai,V Aanand R,Seed Funding,"300,000",nan
1086,26/01/2017,Kochi Post,Consumer Internet,English Online News portal,Kochi,"Rajesh Yohannan, Puthen & Cole",Seed Funding,N/A,nan
1087,30/01/2017,Intuit Things,Technology,IoT solutions for home automation applications,Mumbai,Sanjay Mehta & Others ( The Ten Minute Million),Seed Funding,"106,000",nan
1088,30/01/2017,Cloudrino,Technology,Cloud based Virtual Servers,New Delhi,The Ten Minute Million,Seed Funding,"22,500",nan
1089,30/01/2017,FabX,eCommerce,Used Furniture Marketplace,Mumbai,The Ten Minute Million,Seed Funding,"68,000",nan
1090,30/01/2017,Maptags,Consumer Internet,Smart Online address tags,Bangalore,The Ten Minute Million,Seed Funding,"18,000",nan
1091,30/01/2017,YOLO Health,Consumer Internet,Online Healthcare platform,Mumbai,Chandigarh Angels Network (CAN),Seed Funding,N/A,nan
1092,31/01/2017,Heads Up For Tails,eCommerce,Online Pet Products Store,New Delhi,Undisclosed Investors,Private Equity,"2,000,000",nan
1093,31/01/2017,Register My Marriage,Consumer Internet,Online Marriage Registration services,New Delhi,Mumbai Angels,Seed Funding,N/A,nan
1095,01/12/2016,SidQam,Technology,Healthcare Software System,Noida,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,"1,200,000",nan
1096,01/12/2016,India Lends,Consumer Internet,Online Instant personal Loan provider,New Delhi,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,"4,000,000",nan
1097,01/12/2016,Slide App,Consumer Internet,Lock screen Rewards mobile app,New Delhi,Songhyun Investment,Private Equity,"3,600,000",nan
1098,02/12/2016,Badiyajobs,Consumer Internet,Entry-Level job Seekers platform,New Delhi,Undisclosed,Seed Funding,"100,000",nan
1099,02/12/2016,Streo,Consumer Internet,Live Music Streaming App,Bangalore,"GEMs Advisory, Quarizon",Seed Funding,N/A,nan
1100,02/12/2016,TYGR,Technology,Transport and logistics mobile App,Mumbai,Franchise India,Private Equity,"3,000,000",nan
1101,05/12/2016,Mr Hot Foods,Consumer Internet,Online Food Ordering & Delivery Portal,Indore,IvyCamp Ventures,Seed Funding,N/A,nan
1102,05/12/2016,UrDoorStep,eCommerce,Online Grocery Store,Bangalore,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,"1,400,000",nan
1103,05/12/2016,ONN Bikes,eCommerce,"On-demand, self-drive bike rental platform",Mumbai,Grace Capital Ventures,Seed Funding,N/A,nan
1104,06/12/2016,Diro Labs,Consumer Internet,Mobile Contacts Management app,New Delhi,Info Edge (India),Seed Funding,"147,000",nan
1105,06/12/2016,THB,Technology,Clinical research and data analytics,Gurgaon,"Ajith Sukumaran, Currae Healthtech Fund",Seed Funding,N/A,nan
1106,07/12/2016,LookAtMe,Consumer Internet,Mobile App based Fashion Network,Singapore,Eros Labs,Seed Funding,N/A,nan
1107,07/12/2016,Netree,eCommerce,Mobile-only Retailers Engagement Solution,New Delhi,"The Chennai Angels, LetsVenture",Seed Funding,N/A,nan
1108,07/12/2016,BookEventz,Consumer Internet,"Venue, Events Booking platform",Mumbai,Investors from Mumbai Angels & LetsVenture,Seed Funding,N/A,nan
1109,07/12/2016,Tailslife,Consumer Internet,Pet Parenting mobile app,Bangalore,"Mohan Kumar, V. Balakrishnan",Seed Funding,N/A,nan
1110,07/12/2016,Revv,Consumer Internet,Self-Driven Car Services booking portal,New Delhi,Edelweiss Private Equity,Private Equity,"9,000,000",nan
1111,07/12/2016,WealthApp,Consumer Internet,Online Investment Advisory platform,Bangalore,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,\\xc2\\xa0 Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,"440,000",nan
1112,07/12/2016,Vehico,Technology,Connected Transportation solutions,Bangalore,"Calcutta Angel Network, Appliyifi",Seed Funding,N/A,nan
1113,08/12/2016,Zest Money,Consumer Internet,Online Consumer Lending platform,Mumbai,PayU,Private Equity,"6,500,000",nan
1114,08/12/2016,GoMechanic,Consumer Internet,Online Car servicing Booking platform,Gurgaon,Venture Catalysts,Seed Funding,"250,000",nan
1115,09/12/2016,Stalk Buy Love,eCommerce,Fashion Apparel eTailer,New Delhi,Kalaari Capital,Private Equity,"6,000,000",nan
1116,09/12/2016,Nykaa,eCommerce,Beauty Products etailer,Mumbai,Max Ventures and Industries,Private Equity,N/A,nan
1117,09/12/2016,Wittyparot,Technology,Content Management & Productivity platform,Bangalore,Mumbai Angels,Seed Funding,"450,000",nan
1118,09/12/2016,NeuroEquilibrium,Technology,Health-Tech platform,Jaipur,Unicorn India Ventures,Seed Funding,"250,000",nan
1119,12/12/2016,Xseed Education,Technology,Education & learning Tech platform,Bangalore,Verlinvest SA,Private Equity,"10,000,000",nan
1120,12/12/2016,Rupaiya Exchange,Consumer Internet,P2P Lending platform,New Delhi,Undisclosed Investors,Seed Funding,"200,000",nan
1121,12/12/2016,Doctor Insta,Consumer Internet,Online Doctor Consulting platform,Gurgaon,RoundGlass Partners,Private Equity,"2,000,000",nan
1122,12/12/2016,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bangalore,"Axilor, undisclosed investors",Seed Funding,N/A,nan
1123,12/12/2016,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,New Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,"2,000,000",nan
1124,13/12/2016,Indifi,Consumer Internet,Online lending platform,Gurgaon,Omidyar Network,Private Equity,"10,000,000",nan
1125,13/12/2016,GoComet,Logistics,Marketplace for International Freight,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed Funding,N/A,nan
1126,13/12/2016,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurgaon,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,"11,100,000",nan
1127,14/12/2016,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,New Delhi,"FiNC, GHV",Seed Funding,N/A,nan
1128,14/12/2016,Qacco,Consumer Internet,Hotel Booking platform,Gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,"150,000",nan
1129,14/12/2016,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,New Delhi,Mumbai Angels,Seed Funding,"1,000,000",nan
1130,14/12/2016,MoEngage,Technology,User analytics and engagement platform,Bangalore,Anand Chandrasekaran,Seed Funding,N/A,nan
1131,14/12/2016,Ten3t Health,Technology,medical grade wearable patch maker,Bangalore,"V. Krishna Prasad, Bhupen Shah & Others",Seed Funding,N/A,nan
1132,14/12/2016,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,"297,000",nan
1133,15/12/2016,SERV\\xe2\\x80\\x99D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,"100,000",nan
1134,15/12/2016,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,"10,000,000",nan
1135,15/12/2016,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,"35,000,000",nan
1136,15/12/2016,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,"3,000,000",nan
1137,16/12/2016,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,"23,000,000",nan
1138,16/12/2016,TripShelf,Consumer Internet,Holiday Packages provider,New Delhi,"GEMS Advisory, Quarizon",Seed Funding,"123,000",nan
1139,19/12/2016,Events High,Consumer Internet,Events & Activities Marketplace,Bangalore,Axilor Ventures,Private Equity,N/A,nan
1140,19/12/2016,NoBroker,Consumer Internet,Rental property search portal,Bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,"7,400,000",nan
1141,20/12/2016,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,"50,000",nan
1142,20/12/2016,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,N/A,nan
1143,20/12/2016,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bangalore,Cyber Carrier CL,Private Equity,N/A,nan
1144,20/12/2016,BYJU\\xe2\\x80\\x99s,Consumer Internet,Online Learning platform,Bangalore,International Financial Corporation,Private Equity,"15,000,000",nan
1145,21/12/2016,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed Funding,N/A,nan
1146,21/12/2016,The BlueBook,Consumer Internet,online to offline marketing platform,Bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",Seed Funding,"500,000",nan
1147,21/12/2016,MamaEarth,eCommerce,Babycare Products seller,New Delhi,Fireside Ventures & Others,Seed Funding,N/A,nan
1148,21/12/2016,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,"162,000",nan
1149,22/12/2016,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,N/A,nan
1150,22/12/2016,Mindler,Consumer Internet,Career Planning & Assessment platform,New Delhi,Taxmann,Seed Funding,"324,000",nan
1151,22/12/2016,MCaffeine,eCommerce,Personal care product etailer,Bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,"300,000",nan
1152,23/12/2016,enKast,Technology,Cloud based CRM for Agencies,Bangalore,Ivy League Alumni Angel Network,Private Equity,"2,000,000",nan
1153,23/12/2016,ShopKirana,eCommerce,B2B platform for Merchants & Retailers,Indore,"Incubate Fund, Lead Angels Group & Others",Private Equity,N/A,nan
1154,23/12/2016,MyAdvo,Consumer Internet,Legal Advice Platform,New Delhi,"Pradyumna Dalmia, S. Somasegar & Others",Seed Funding,N/A,nan
1155,23/12/2016,Asocon,Technology,Process management startup,Noida,Quarizon,Seed Funding,N/A,nan
1156,23/12/2016,LexComply,Consumer Internet,Compliance Management Software,New Delhi,Ajay Relan,Seed Funding,N/A,nan
1157,26/12/2016,The Postbox,eCommerce,Art & Lifestyle ECommerce Store,Chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",Seed Funding,N/A,nan
1158,26/12/2016,Pandorum Technologies,Technology,3D printed experimental Human Liver tissue creator,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,N/A,nan
1159,26/12/2016,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed Funding,"1,200,000",nan
1160,26/12/2016,Shadowfox,Logistics,On-Demand Delivery Service,Gurgaon,Eight Roads Ventures,Private Equity,"10,000,000",nan
1161,27/12/2016,ShopX,eCommerce,SAAS ECommerce Retail app,Bangalore,Nandan Nilekani,Private Equity,"5,000,000",nan
1162,28/12/2016,BookEventz,Consumer Internet,Online event-booking platform,Mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",Seed Funding,N/A,nan
1163,29/12/2016,Healthifyme,Consumer Internet,Fitness Mobile App,Bangalore,NB Ventures,Private Equity,"1,000,000",nan
1164,29/12/2016,LetsMD,Consumer Internet,Healthcare plan comparison platform,New Delhi,"WaterBridge Ventures,",Seed Funding,N/A,nan
1165,29/12/2016,Justbooks,Consumer Internet,Library Chain Aggregator,Bangalore,CoCreate Ventures,Seed Funding,N/A,nan
1166,30/12/2016,InstantPay,Consumer Internet,Digital payments & recharge platform,New Delhi,"RB Investments,\\xc2\\xa0 Kaleden Holdings",Private Equity,N/A,nan
1170,01/11/2016,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,New Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,"200,000",nan
1171,02/11/2016,FreshDesk,Consumer Internet,SAAS Based HelpDesk Services,Chennai,"Sequoia Capital India, Accel Partners",Private Equity,"55,000,000",nan
1172,02/11/2016,LaundryAnna,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bangalore,Undisclosed Investors,Seed Funding,"150,000",nan
1173,02/11/2016,LetsMD,Consumer Internet,Healthcare Services Comparison Platform,New Delhi,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Funding,N/A,nan
1174,02/11/2016,Sattviko,Food & Beverage,Health Food Restaurant Chain,New Delhi,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,N/A,nan
1175,03/11/2016,Zarget,Technology,SaaS-based web optimisation and marketing platform,Chennai,Sequoia India,Private Equity,"6,000,000",nan
1176,03/11/2016,DoSelect,Consumer Internet,Skill Showcasing platform,Bangalore,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,N/A,nan
1177,03/11/2016,EasyPolicy,Consumer Internet,Online insurance Portal,Noida,"Unilazer Ventures,",Private Equity,"10,000,000",nan
1178,04/11/2016,Browntape,Technology,cloud-based software solutions company,Goa,Gati Ltd,Private Equity,N/A,nan
1179,04/11/2016,Connect India,Logistics,Last mile Delivery Network,Bangalore,Aavishkaar Venture Management,Private Equity,"1,000,000",nan
1180,04/11/2016,Corseco,Technology,AI-based Software as a Service Solution provider,New Delhi,"Ameera Shah, Vivek Bhargava",Seed Funding,"150,000",nan
1181,04/11/2016,vImmune,Consumer Internet,Immunisation Management Platform,Bangalore,Undisclosed investor,Seed Funding,N/A,nan
1182,04/11/2016,The Gourmet Jar,eCommerce,Gourmet Food etailer,Noida,Chandigarh Angels Network,Seed Funding,N/A,nan
1183,05/11/2016,Medzin,eCommerce,Online ordering & Delivery of medicines,New Delhi,A M Sikander,Seed Funding,"45,000",nan
